,@id,igsn,@context,registrant.name,registrant.identifiers.id,registrant.identifiers.kind,description.log,description.material,description.collector,description.publisher.@id,description.publisher.url,description.publisher.name,description.publisher.@type,description.publisher.contactPoint.url,description.publisher.contactPoint.name,description.publisher.contactPoint.@type,description.publisher.contactPoint.email,description.publisher.contactPoint.contactType,description.igsnPrefix,description.sampleName,description.sampleType,description.geoLocation.geo,description.geoLocation.@type,description.contributors,description.collectorDetail,description.supplementMetadata.purpose,description.supplementMetadata.depthMax,description.supplementMetadata.depthMin,description.supplementMetadata.document,description.supplementMetadata.locality,description.supplementMetadata.province,description.supplementMetadata.sampleId,description.supplementMetadata.childIGSN,description.supplementMetadata.elevation,description.supplementMetadata.otherName,description.supplementMetadata.depthScale,description.supplementMetadata.elevationUnit,description.supplementMetadata.geologicalAge,description.supplementMetadata.sampleComment,description.supplementMetadata.currentArchive,description.supplementMetadata.geologicalUnit,description.supplementMetadata.navigationType,description.supplementMetadata.publicationUrl,description.supplementMetadata.originalArchive,description.supplementMetadata.externalSampleId,description.supplementMetadata.currentArchiveContact,description.collectionStartDate,description.collectionDatePrecision,description.parentIdentifier,description.supplementMetadata.siblingIGSN,description.supplementMetadata.platformType,description.supplementMetadata.cruiseFieldPrgrm,description.collectionMethod,description.supplementMetadata.size,description.supplementMetadata.sizeUnit,description.collectionMethodDescr,description.description,description.supplementMetadata.fieldName,description.supplementMetadata.primaryLocationType,description.supplementMetadata.primaryLocationName,description.supplementMetadata.country,description.supplementMetadata.localityDescription,description.supplementMetadata.locationDescription,description.supplementMetadata.county,description.supplementMetadata.zone,description.supplementMetadata.easting,description.supplementMetadata.northing,description.supplementMetadata.city,description.supplementMetadata.ageMax,description.supplementMetadata.ageMin,description.supplementMetadata.ageUnit,description.supplementMetadata.elevationEnd,description.supplementMetadata.verticalDatum,description.collectionEndDate,description.supplementMetadata.launchId,description.supplementMetadata.platformName,description.supplementMetadata.launchTypeName,description.supplementMetadata.launchPlatformName,description.supplementMetadata.platformDescr
98,https://data.geosamples.org/sample/igsn/ODP013T6D,ODP013T6D,https://raw.githubusercontent.com/IGSN/igsn-json/master/schema.igsn.org/json/registration/v0.1/context.jsonld,IEDA,https://www.geosamples.org,uri,"[{'type': 'registered', 'timestamp': '2006-08-10 12:00:00'}, {'type': 'published', 'timestamp': '2010-12-10 07:10:31'}, {'type': 'lastUpdated', 'timestamp': '2006-08-10 12:00:00'}]",,Curator,https://www.geosamples.org,https://www.geosamples.org,EarthChem,Organization,https://www.geosamples.org/contact/,Information Desk,ContactPoint,info@geosamples.org,Customer Service,ODP,Section Half 37-332B-32R-2-A,Core Section Half,"[{'@type': 'GeoCoordinates', 'latitude': '36.8787', 'longitude': '-33.6410'}]",Place,"[{'@type': 'Role', 'roleName': 'Sample Owner', 'contributor': [{'name': 'Curator Integrated Ocean Drilling Program (TAMU)', '@type': 'Person', 'givenName': 'Curator', 'familyName': 'Integrated Ocean Drilling Program (TAMU)'}]}, {'@type': 'Role', 'roleName': 'Sample Registrant', 'contributor': [{'name': 'Curator Integrated Ocean Drilling Program (TAMU)', '@type': 'Person', 'givenName': 'Curator', 'familyName': 'Integrated Ocean Drilling Program (TAMU)'}]}, {'@type': 'Role', 'roleName': 'Sample Archive Contact', 'contributor': [{'name': 'Curator', '@type': 'Person'}]}]","Texas A&M University, Integrated Ocean Drilling Program, College Station, TX, 77845, USA",,,,[],,,272242,[],-1806.0,[],,meters,,,Integrated Ocean Drilling Program (IODP),,,[],"Texas A&M University, Integrated Ocean Drilling Program, College Station, TX, 77845, USA",Section Half 37-332B-32R-2-A,Curator,,,ODP013T6C,"['ODP013T6E', 'ODP013T6F']",Ship,DSDP Leg 37,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,https://data.geosamples.org/sample/igsn/ODP011VDU,ODP011VDU,https://raw.githubusercontent.com/IGSN/igsn-json/master/schema.igsn.org/json/registration/v0.1/context.jsonld,IEDA,https://www.geosamples.org,uri,"[{'type': 'registered', 'timestamp': '2006-08-10 12:00:00'}, {'type': 'published', 'timestamp': '2010-12-10 07:10:31'}, {'type': 'lastUpdated', 'timestamp': '2006-08-10 12:00:00'}]",,Curator,https://www.geosamples.org,https://www.geosamples.org,EarthChem,Organization,https://www.geosamples.org/contact/,Information Desk,ContactPoint,info@geosamples.org,Customer Service,ODP,Section Half 14-136*-1R-5-W,Core Section Half,"[{'@type': 'GeoCoordinates', 'latitude': '34.1688', 'longitude': '-16.3032'}]",Place,"[{'@type': 'Role', 'roleName': 'Sample Owner', 'contributor': [{'name': 'Curator Integrated Ocean Drilling Program (TAMU)', '@type': 'Person', 'givenName': 'Curator', 'familyName': 'Integrated Ocean Drilling Program (TAMU)'}]}, {'@type': 'Role', 'roleName': 'Sample Registrant', 'contributor': [{'name': 'Curator Integrated Ocean Drilling Program (TAMU)', '@type': 'Person', 'givenName': 'Curator', 'familyName': 'Integrated Ocean Drilling Program (TAMU)'}]}, {'@type': 'Role', 'roleName': 'Sample Archive Contact', 'contributor': [{'name': 'Curator', '@type': 'Person'}]}]","Texas A&M University, Integrated Ocean Drilling Program, College Station, TX, 77845, USA",,,,[],,,181791,[],-4169.0,[],,meters,,,Integrated Ocean Drilling Program (IODP),,,[],"Texas A&M University, Integrated Ocean Drilling Program, College Station, TX, 77845, USA",Section Half 14-136*-1R-5-W,Curator,,,ODP011VDS,"['ODP011VDT', 'ODP011VDV']",Ship,DSDP Leg 14,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,https://data.geosamples.org/sample/igsn/ODP010OKR,ODP010OKR,https://raw.githubusercontent.com/IGSN/igsn-json/master/schema.igsn.org/json/registration/v0.1/context.jsonld,IEDA,https://www.geosamples.org,uri,"[{'type': 'registered', 'timestamp': '2006-03-23 12:00:00'}, {'type': 'published', 'timestamp': '2010-12-10 07:10:31'}, {'type': 'lastUpdated', 'timestamp': '2006-03-23 12:00:00'}]",,Curator,https://www.geosamples.org,https://www.geosamples.org,EarthChem,Organization,https://www.geosamples.org/contact/,Information Desk,ContactPoint,info@geosamples.org,Customer Service,ODP,Core 162-984B-47X,Core,"[{'@type': 'GeoCoordinates', 'latitude': '61.4253', 'longitude': '-24.0825'}]",Place,"[{'@type': 'Role', 'roleName': 'Sample Owner', 'contributor': [{'name': 'Curator Integrated Ocean Drilling Program (TAMU)', '@type': 'Person', 'givenName': 'Curator', 'familyName': 'Integrated Ocean Drilling Program (TAMU)'}]}, {'@type': 'Role', 'roleName': 'Sample Registrant', 'contributor': [{'name': 'Curator Integrated Ocean Drilling Program (TAMU)', '@type': 'Person', 'givenName': 'Curator', 'familyName': 'Integrated Ocean Drilling Program (TAMU)'}]}, {'@type': 'Role', 'roleName': 'Sample Archive Contact', 'contributor': [{'name': 'Curator', '@type': 'Person'}]}]","Texas A&M University, Integrated Ocean Drilling Program, College Station, TX, 77845, USA",,,,[],,,126312,"['ODP01HPXZ', 'ODP01HPXN', 'ODP01HPXJ', 'ODP01HPXB', 'ODP01HPXV', 'ODP01HPXR', 'ODP01HPY3', 'ODP01HPXF']",-1647.8,[],,meters,,,Integrated Ocean Drilling Program (IODP),,,[],"Texas A&M University, Integrated Ocean Drilling Program, College Station, TX, 77845, USA",Core 162-984B-47X,Curator,,,ODP010OJG,"['ODP010OJH', 'ODP010OJR', 'ODP010OJT', 'ODP010OJW', 'ODP010OK0', 'ODP010OK1', 'ODP010OK6', 'ODP010OKC', 'ODP010OKA', 'ODP010OKK', 'ODP010OKL', 'ODP010OKN', 'ODP010OKU', 'ODP010OJM', 'ODP010OK5', 'ODP010OKE', 'ODP010OKI', 'ODP010OJI', 'ODP010OJJ', 'ODP010OJK', 'ODP010OJL', 'ODP010OJN', 'ODP010OJO', 'ODP010OJP', 'ODP010OJQ', 'ODP010OJS', 'ODP010OJU', 'ODP010OJY', 'ODP010OJX', 'ODP010OK2', 'ODP010OJZ', 'ODP010OK3', 'ODP010OK8', 'ODP010OK7', 'ODP010OK9', 'ODP010OKF', 'ODP010OKB', 'ODP010OKG', 'ODP010OKH', 'ODP010OKJ', 'ODP010OKP', 'ODP010OKO', 'ODP010OKQ', 'ODP010OKS', 'ODP010OKT', 'ODP010OKW', 'ODP010OKX', 'ODP010OKD', 'ODP010OJV', 'ODP010OK4', 'ODP010OKM', 'ODP010OKV']",Ship,ODP Leg 162,Coring,,,"X: The XCB is designed to recover core samples from soft to medium formations.  Typically, the XCB is deployed upon APC refusal, ie., when a formation becomes too stiff to piston core. The XCB relies on rotation of the drill string to advance the hole and cut",,,,,,,,,,,,,,,,,,,,,,,
101,https://data.geosamples.org/sample/igsn/ARF000006,ARF000006,https://raw.githubusercontent.com/IGSN/igsn-json/master/schema.igsn.org/json/registration/v0.1/context.jsonld,IEDA,https://www.geosamples.org,uri,"[{'type': 'registered', 'timestamp': '2013-04-25 03:24:12'}, {'type': 'published', 'timestamp': '2013-04-25 12:00:00'}, {'type': 'lastUpdated', 'timestamp': '2013-04-25 03:24:12'}]",Sediment,Kellogg,https://www.geosamples.org,https://www.geosamples.org,EarthChem,Organization,https://www.geosamples.org/contact/,Information Desk,ContactPoint,info@geosamples.org,Customer Service,ARF,NBP00-01 002 PC _Archive,Core Half Round,"[{'@type': 'GeoCoordinates', 'latitude': '-78.2880', 'longitude': '-164.6140'}]",Place,"[{'@type': 'Role', 'roleName': 'Sample Owner', 'contributor': [{'name': 'Charlotte Sjunneskog', '@type': 'Person', 'givenName': 'Charlotte', 'familyName': 'Sjunneskog'}]}, {'@type': 'Role', 'roleName': 'Sample Registrant', 'contributor': [{'name': 'Charlotte Sjunneskog', '@type': 'Person', 'givenName': 'Charlotte', 'familyName': 'Sjunneskog'}]}, {'@type': 'Role', 'roleName': 'Sample Archive Contact', 'contributor': [{'@type': 'Person'}]}]",,,,,[],Amundsen Sea,,3640170,['ARF00040R'],-533.0,[],,meters,,,Antarctic Marine Geology Research Facility (AMGRF),,,"[{'url': 'http://arf.fsu.edu', 'urlType': 'regular URL', 'description': 'Antarctic Marine Geology Research Facility'}, {'url': 'http://www.ngdc.noaa.gov/geosamples/showsample.jsp?igsn=ARF000006', 'urlType': 'regular URL', 'description': 'Link to IMLGS, Index to Marine & Lacustrine Geological Samples'}]",,NBP00-01 02 PC,arf.fsu@gmail.com,2000,year,,,Ship,NBP00-01,Coring - Piston Core,322,cm,,,,,,,,,,,,,,,,,,,,,,,,
102,https://data.geosamples.org/sample/igsn/ODP012Y10,ODP012Y10,https://raw.githubusercontent.com/IGSN/igsn-json/master/schema.igsn.org/json/registration/v0.1/context.jsonld,IEDA,https://www.geosamples.org,uri,"[{'type': 'registered', 'timestamp': '2006-08-10 12:00:00'}, {'type': 'published', 'timestamp': '2010-12-10 07:10:31'}, {'type': 'lastUpdated', 'timestamp': '2006-08-10 12:00:00'}]",,Curator,https://www.geosamples.org,https://www.geosamples.org,EarthChem,Organization,https://www.geosamples.org/contact/,Information Desk,ContactPoint,info@geosamples.org,Customer Service,ODP,Section Half 25-249*-31R-4-A,Core Section Half,"[{'@type': 'GeoCoordinates', 'latitude': '-29.9498', 'longitude': '36.0770'}]",Place,"[{'@type': 'Role', 'roleName': 'Sample Owner', 'contributor': [{'name': 'Curator Integrated Ocean Drilling Program (TAMU)', '@type': 'Person', 'givenName': 'Curator', 'familyName': 'Integrated Ocean Drilling Program (TAMU)'}]}, {'@type': 'Role', 'roleName': 'Sample Registrant', 'contributor': [{'name': 'Curator Integrated Ocean Drilling Program (TAMU)', '@type': 'Person', 'givenName': 'Curator', 'familyName': 'Integrated Ocean Drilling Program (TAMU)'}]}, {'@type': 'Role', 'roleName': 'Sample Archive Contact', 'contributor': [{'name': 'Curator', '@type': 'Person'}]}]","Texas A&M University, Integrated Ocean Drilling Program, College Station, TX, 77845, USA",,,,[],,,231873,[],-2098.0,[],,meters,,,Integrated Ocean Drilling Program (IODP),,,[],"Texas A&M University, Integrated Ocean Drilling Program, College Station, TX, 77845, USA",Section Half 25-249*-31R-4-A,Curator,,,ODP012Y0Z,"['ODP012Y11', 'ODP012Y12']",Ship,DSDP Leg 25,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,https://data.geosamples.org/sample/igsn/NHB000X74,NHB000X74,https://raw.githubusercontent.com/IGSN/igsn-json/master/schema.igsn.org/json/registration/v0.1/context.jsonld,IEDA,https://www.geosamples.org,uri,"[{'type': 'registered', 'timestamp': '2015-05-03 05:47:57'}, {'type': 'published', 'timestamp': '2015-05-03 05:47:57'}, {'type': 'lastUpdated', 'timestamp': '2019-05-09 12:09:37'}]",Rutile>Mineral,,https://www.geosamples.org,https://www.geosamples.org,EarthChem,Organization,https://www.geosamples.org/contact/,Information Desk,ContactPoint,info@geosamples.org,Customer Service,NHB,NMNH 130480-00 (MIN),Individual Sample,"[{'@type': 'GeoCoordinates', 'latitude': '33.7400', 'longitude': '-82.5200'}]",Place,"[{'@type': 'Role', 'roleName': 'Sample Owner', 'contributor': [{'name': 'Adam Mansur', '@type': 'Person', 'givenName': 'Adam', 'familyName': 'Mansur'}]}, {'@type': 'Role', 'roleName': 'Sample Registrant', 'contributor': [{'name': 'Adam Mansur', '@type': 'Person', 'givenName': 'Adam', 'familyName': 'Mansur'}]}, {'@type': 'Role', 'roleName': 'Sample Archive Contact', 'contributor': [{'@type': 'Person'}]}]",,,,,[],,Georgia,3761394,[],,[],,,,,"National Mineral Collection, Smithsonian Institution",,,"[{'url': 'http://grscicoll.org/cool/ipjg-ikz6', 'urlType': 'regular URL', 'description': 'Department of Mineral Sciences (Global Registry of Scientific Collections)'}, {'url': 'http://n2t.net/ark:/65665/35921523f-6f4d-4605-a93f-7cae7a8d33ab', 'urlType': 'regular URL', 'description': 'Smithsonian collections record for NMNH 130480-00 (MIN)'}]",,NMNH 130480-00 (MIN),pohwatp@si.edu,,,,,,,,,,,,Rutile,,,United States,Graves Mtn,"Matched to the GeoNames record for Graves Mountain, Lincoln Co., Georgia, United States (http://geonames.org/4197932) based on locality name, district/county, state/province, and country using the situate.py script. This was the most specific match possible based on information available in this record. Point coordinates were rounded to 2 decimal places from the values given by GeoNames. An arbitrary error radius of 10 km was assigned to all featureCode=MT records matched using the script.",Lincoln Co.,,,,,,,,,,,,,,,
104,https://data.geosamples.org/sample/igsn/NEON00W6D,NEON00W6D,https://raw.githubusercontent.com/IGSN/igsn-json/master/schema.igsn.org/json/registration/v0.1/context.jsonld,IEDA,https://www.geosamples.org,uri,"[{'type': 'registered', 'timestamp': '2020-02-26 11:21:13'}, {'type': 'published', 'timestamp': '2020-02-26 11:21:13'}, {'type': 'lastUpdated', 'timestamp': '2020-02-26 11:21:13'}]",Macrobiology>Biology,,https://www.geosamples.org,https://www.geosamples.org,EarthChem,Organization,https://www.geosamples.org/contact/,Information Desk,ContactPoint,info@geosamples.org,Customer Service,NEO,CPER_010.E.20140605.PASELO.01 [ 267941 ],Individual Sample>Specimen,"[{'@type': 'GeoCoordinates', 'latitude': '40.8500', 'longitude': '-104.6814'}]",Place,"[{'@type': 'Role', 'roleName': 'Sample Owner', 'contributor': [{'name': 'Edward Gilbert', '@type': 'Person', 'givenName': 'Edward', 'familyName': 'Gilbert'}]}, {'@type': 'Role', 'roleName': 'Sample Registrant', 'contributor': [{'name': 'Edward Gilbert', '@type': 'Person', 'givenName': 'Edward', 'familyName': 'Gilbert'}]}, {'@type': 'Role', 'roleName': 'Sample Archive Contact', 'contributor': [{'@type': 'Person'}]}]",,,,,[],,Colorado,4443347,[],1646.0,[],,meters,,,Carabid Collection (Trap Sorting) (NEONCARC-TS),,,"[{'url': 'https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=267941', 'urlType': 'regular URL', 'description': 'Source Reference URL'}]",,CPER_010.E.20140605.PASELO.01 [ 267941 ],NEON Biorepository (biorepo@asu.edu),2014-06-05,day,,,,,Manual,,,PreservedSpecimen,Subsample of Carabid adults collected from a beetle trap,"PASELO LeConte, 1846",,,United States,,,Weld,,,,,,,,,,,,,,,
105,https://data.geosamples.org/sample/igsn/ODP01H4YJ,ODP01H4YJ,https://raw.githubusercontent.com/IGSN/igsn-json/master/schema.igsn.org/json/registration/v0.1/context.jsonld,IEDA,https://www.geosamples.org,uri,"[{'type': 'registered', 'timestamp': '2006-08-10 12:00:00'}, {'type': 'published', 'timestamp': '2010-12-10 07:22:41'}, {'type': 'lastUpdated', 'timestamp': '2006-08-10 12:00:00'}]",,Curator,https://www.geosamples.org,https://www.geosamples.org,EarthChem,Organization,https://www.geosamples.org/contact/,Information Desk,ContactPoint,info@geosamples.org,Customer Service,ODP,Section 160-973D-1H-6,Core Section,"[{'@type': 'GeoCoordinates', 'latitude': '35.7803', 'longitude': '18.9482'}]",Place,"[{'@type': 'Role', 'roleName': 'Sample Owner', 'contributor': [{'name': 'Curator Integrated Ocean Drilling Program (TAMU)', '@type': 'Person', 'givenName': 'Curator', 'familyName': 'Integrated Ocean Drilling Program (TAMU)'}]}, {'@type': 'Role', 'roleName': 'Sample Registrant', 'contributor': [{'name': 'Curator Integrated Ocean Drilling Program (TAMU)', '@type': 'Person', 'givenName': 'Curator', 'familyName': 'Integrated Ocean Drilling Program (TAMU)'}]}, {'@type': 'Role', 'roleName': 'Sample Archive Contact', 'contributor': [{'name': 'Curator', '@type': 'Person'}]}]","Texas A&M University, Integrated Ocean Drilling Program, College Station, TX, 77845, USA",,,,[],,,894040,"['ODP02DZYY', 'ODP01H4YL', 'ODP01H4YK', 'ODP01H4YM', 'ODP02DZYZ']",-3694.0,[],,meters,,,Integrated Ocean Drilling Program (IODP),,,[],"Texas A&M University, Integrated Ocean Drilling Program, College Station, TX, 77845, USA",Section 160-973D-1H-6,Curator,,,ODP010NQH,"['ODP01H4YB', 'ODP01H4XZ', 'ODP01H4Y3', 'ODP01H4YN', 'ODP01H4Y7', 'ODP01H4YF']",Ship,ODP Leg 160,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,https://data.geosamples.org/sample/igsn/ODP013M1R,ODP013M1R,https://raw.githubusercontent.com/IGSN/igsn-json/master/schema.igsn.org/json/registration/v0.1/context.jsonld,IEDA,https://www.geosamples.org,uri,"[{'type': 'registered', 'timestamp': '2006-08-10 12:00:00'}, {'type': 'published', 'timestamp': '2010-12-10 07:10:31'}, {'type': 'lastUpdated', 'timestamp': '2006-08-10 12:00:00'}]",,Curator,https://www.geosamples.org,https://www.geosamples.org,EarthChem,Organization,https://www.geosamples.org/contact/,Information Desk,ContactPoint,info@geosamples.org,Customer Service,ODP,Section Half 33-316*-2R-1-W,Core Section Half,"[{'@type': 'GeoCoordinates', 'latitude': '0.0907', 'longitude': '-157.1285'}]",Place,"[{'@type': 'Role', 'roleName': 'Sample Owner', 'contributor': [{'name': 'Curator Integrated Ocean Drilling Program (TAMU)', '@type': 'Person', 'givenName': 'Curator', 'familyName': 'Integrated Ocean Drilling Program (TAMU)'}]}, {'@type': 'Role', 'roleName': 'Sample Registrant', 'contributor': [{'name': 'Curator Integrated Ocean Drilling Program (TAMU)', '@type': 'Person', 'givenName': 'Curator', 'familyName': 'Integrated Ocean Drilling Program (TAMU)'}]}, {'@type': 'Role', 'roleName': 'Sample Archive Contact', 'contributor': [{'name': 'Curator', '@type': 'Person'}]}]","Texas A&M University, Integrated Ocean Drilling Program, College Station, TX, 77845, USA",,,,[],,,263004,[],-4451.0,[],,meters,,,Integrated Ocean Drilling Program (IODP),,,[],"Texas A&M University, Integrated Ocean Drilling Program, College Station, TX, 77845, USA",Section Half 33-316*-2R-1-W,Curator,,,ODP013M1P,"['ODP013M1S', 'ODP013M1Q']",Ship,DSDP Leg 33,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,https://data.geosamples.org/sample/igsn/ODP010AOQ,ODP010AOQ,https://raw.githubusercontent.com/IGSN/igsn-json/master/schema.igsn.org/json/registration/v0.1/context.jsonld,IEDA,https://www.geosamples.org,uri,"[{'type': 'registered', 'timestamp': '2006-03-23 12:00:00'}, {'type': 'published', 'timestamp': '2010-12-10 07:10:31'}, {'type': 'lastUpdated', 'timestamp': '2006-03-23 12:00:00'}]",,Curator,https://www.geosamples.org,https://www.geosamples.org,EarthChem,Organization,https://www.geosamples.org/contact/,Information Desk,ContactPoint,info@geosamples.org,Customer Service,ODP,Core 112-688A-7H,Core,"[{'@type': 'GeoCoordinates', 'latitude': '-11.5377', 'longitude': '-78.9428'}]",Place,"[{'@type': 'Role', 'roleName': 'Sample Owner', 'contributor': [{'name': 'Curator Integrated Ocean Drilling Program (TAMU)', '@type': 'Person', 'givenName': 'Curator', 'familyName': 'Integrated Ocean Drilling Program (TAMU)'}]}, {'@type': 'Role', 'roleName': 'Sample Registrant', 'contributor': [{'name': 'Curator Integrated Ocean Drilling Program (TAMU)', '@type': 'Person', 'givenName': 'Curator', 'familyName': 'Integrated Ocean Drilling Program (TAMU)'}]}, {'@type': 'Role', 'roleName': 'Sample Archive Contact', 'contributor': [{'name': 'Curator', '@type': 'Person'}]}]","Texas A&M University, Integrated Ocean Drilling Program, College Station, TX, 77845, USA",,,,[],,,108311,"['ODP01ABFR', 'ODP01ABFJ', 'ODP01ABFV', 'ODP01ABFB', 'ODP01ABFF', 'ODP01ABFN', 'ODP01ABF7', 'ODP01ABFZ']",-3827.0,[],,meters,,,Integrated Ocean Drilling Program (IODP),,,[],"Texas A&M University, Integrated Ocean Drilling Program, College Station, TX, 77845, USA",Core 112-688A-7H,Curator,,,ODP010AOJ,"['ODP010AOK', 'ODP010AOM', 'ODP010AON', 'ODP010AOY', 'ODP010APD', 'ODP010AOS', 'ODP010AP1', 'ODP010AOO', 'ODP010AOU', 'ODP010AOV', 'ODP010APE', 'ODP010AOX', 'ODP010APF', 'ODP010AP3', 'ODP010AP4', 'ODP010AP7', 'ODP010AP6', 'ODP010API', 'ODP010AP8', 'ODP010APC', 'ODP010AOL', 'ODP010APG', 'ODP010AOT', 'ODP010APK', 'ODP010APJ', 'ODP010APB', 'ODP010AOP', 'ODP010AOR', 'ODP010AOW', 'ODP010AOZ', 'ODP010AP0', 'ODP010AP5', 'ODP010AP9', 'ODP010APH', 'ODP010AP2', 'ODP010APA']",Ship,ODP Leg 112,Coring,,,H: The APC is a hydraullically actuated piston corer designed to recover undisturbed core samples from soft sediments.  It is designed to be delivered through the drill string to the sediment to be cored whether at the sea floor or hundreds of meters below it,,,,,,,,,,,,,,,,,,,,,,,
108,https://data.geosamples.org/sample/igsn/NEON02NNW,NEON02NNW,https://raw.githubusercontent.com/IGSN/igsn-json/master/schema.igsn.org/json/registration/v0.1/context.jsonld,IEDA,https://www.geosamples.org,uri,"[{'type': 'registered', 'timestamp': '2020-10-07 01:56:56'}, {'type': 'published', 'timestamp': '2020-10-07 01:56:56'}, {'type': 'lastUpdated', 'timestamp': '2020-10-07 01:56:56'}]",Macrobiology>Biology,,https://www.geosamples.org,https://www.geosamples.org,EarthChem,Organization,https://www.geosamples.org/contact/,Information Desk,ContactPoint,info@geosamples.org,Customer Service,NEO,DEJU_047-O-30.5-29.5-20160816-GEN-DNA1 [ 738472 ],Individual Sample>Specimen,"[{'@type': 'GeoCoordinates', 'latitude': '63.8822', 'longitude': '-145.7392'}]",Place,"[{'@type': 'Role', 'roleName': 'Sample Owner', 'contributor': [{'name': 'Edward Gilbert', '@type': 'Person', 'givenName': 'Edward', 'familyName': 'Gilbert'}]}, {'@type': 'Role', 'roleName': 'Sample Registrant', 'contributor': [{'name': 'Edward Gilbert', '@type': 'Person', 'givenName': 'Edward', 'familyName': 'Gilbert'}]}, {'@type': 'Role', 'roleName': 'Sample Archive Contact', 'contributor': [{'@type': 'Person'}]}]",,,,,[],,Alaska,4543147,[],505.0,[],,meters,,,Soil Microbe Collection (DNA Extracts ) (NEONSOMC-DNA),,,"[{'url': 'https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=738472', 'urlType': 'regular URL', 'description': 'Source Reference URL'}]",,DEJU_047-O-30.5-29.5-20160816-GEN-DNA1 [ 738472 ],NEON Biorepository (biorepo@asu.edu),,,,,,,Manual,,,PreservedSpecimen,Soil DNA extraction sample,,,,United States,,,Southeast Fairbanks Census Area,,,,,,,,,,,,,,,
109,https://data.geosamples.org/sample/igsn/ODP01854E,ODP01854E,https://raw.githubusercontent.com/IGSN/igsn-json/master/schema.igsn.org/json/registration/v0.1/context.jsonld,IEDA,https://www.geosamples.org,uri,"[{'type': 'registered', 'timestamp': '2006-08-10 12:00:00'}, {'type': 'published', 'timestamp': '2010-12-10 07:16:46'}, {'type': 'lastUpdated', 'timestamp': '2006-08-10 12:00:00'}]",,Curator,https://www.geosamples.org,https://www.geosamples.org,EarthChem,Organization,https://www.geosamples.org/contact/,Information Desk,ContactPoint,info@geosamples.org,Customer Service,ODP,SubSection 87-582A-1R-5-1C (0-42 cm.),Core Sub-Piece,"[{'@type': 'GeoCoordinates', 'latitude': '31.7750', 'longitude': '133.9133'}]",Place,"[{'@type': 'Role', 'roleName': 'Sample Owner', 'contributor': [{'name': 'Curator Integrated Ocean Drilling Program (TAMU)', '@type': 'Person', 'givenName': 'Curator', 'familyName': 'Integrated Ocean Drilling Program (TAMU)'}]}, {'@type': 'Role', 'roleName': 'Sample Registrant', 'contributor': [{'name': 'Curator Integrated Ocean Drilling Program (TAMU)', '@type': 'Person', 'givenName': 'Curator', 'familyName': 'Integrated Ocean Drilling Program (TAMU)'}]}, {'@type': 'Role', 'roleName': 'Sample Archive Contact', 'contributor': [{'name': 'Curator', '@type': 'Person'}]}]","Texas A&M University, Integrated Ocean Drilling Program, College Station, TX, 77845, USA",,,,[],,,474347,[],-4879.0,[],,meters,,,Integrated Ocean Drilling Program (IODP),,,[],"Texas A&M University, Integrated Ocean Drilling Program, College Station, TX, 77845, USA",SubSection 87-582A-1R-5-1C (0-42 cm.),Curator,,,ODP01854B,"['ODP01854D', 'ODP01854C']",Ship,DSDP Leg 87,,,,,Core,,,,,,,,,,,,,,,,,,,,,,
110,https://data.geosamples.org/sample/igsn/IEGUA001N,IEGUA001N,https://raw.githubusercontent.com/IGSN/igsn-json/master/schema.igsn.org/json/registration/v0.1/context.jsonld,IEDA,https://www.geosamples.org,uri,"[{'type': 'registered', 'timestamp': '2018-09-10 11:41:53'}, {'type': 'published', 'timestamp': '2018-09-10 11:41:53'}, {'type': 'lastUpdated', 'timestamp': '2018-09-10 11:41:53'}]",Other,,https://www.geosamples.org,https://www.geosamples.org,EarthChem,Organization,https://www.geosamples.org/contact/,Information Desk,ContactPoint,info@geosamples.org,Customer Service,IEGUA,AN-14-17.2  a2,Other,"[{'@type': 'GeoCoordinates', 'latitude': '16.1983', 'longitude': '-61.6285'}]",Place,"[{'@type': 'Role', 'roleName': 'Sample Owner', 'contributor': [{'name': 'Lin Ma', '@type': 'Person', 'givenName': 'Lin', 'familyName': 'Ma'}]}, {'@type': 'Role', 'roleName': 'Sample Registrant', 'contributor': [{'name': 'Lin Ma', '@type': 'Person', 'givenName': 'Lin', 'familyName': 'Ma'}]}, {'@type': 'Role', 'roleName': 'Sample Archive Contact', 'contributor': [{'@type': 'Person'}]}]",,,,,[],,,4333806,[],,[],,,,,,,,[],,AN-14-17.2  a2,,,,,,,,,,,,,Guadeloupe,Volcanic island,"Basse-Terre, Guadeloupe",,,,,,,,,,,,,,,,,,,
